POS,market,sec_code,sec_name,now_price,chg,所属概念,概念个数0#,投资逻辑,主营关键字,所属通达信行业
405,0,300043,星辉娱乐,4.17,-7.95,婴童概念;体育概念;网络游戏;ChatGPT;元宇宙;抖音概念;腾讯概念;NFT概念;电商概念;3D打印;云游戏,11,涉及游戏、玩具、足球俱乐部业务的文化娱乐企业,玩具+游戏,@通达信行业@
406,0,002277,友阿股份,3.09,-2.22,新零售;民营银行;乡村振兴;网络直播;NMN概念;智能机器;博彩概念;跨境电商;腾讯概念;互联金融;免税概念,11,长沙市乃至湖南省最大的百货零售企业之一,湖南百货,@通达信行业@
407,0,002017,东信和平,12.74,-1.62,中俄贸易;粤港澳;5G概念;央企改革;ETC概念;数字货币;电商概念;一带一路;信创;电子身份;物联网,11,智能卡行业领先企业,智能卡产品,@通达信行业@
408,1,600699,均胜电子,17.52,-3.36,高压快充;聚氨酯;智能机器;热管理;机器视觉;无人驾驶;毫米雷达;充电桩;特斯拉;英伟达;汽车电子,11,全球知名的跨国汽车电子企业,智能汽车电子,@通达信行业@
409,0,300588,熙菱信息,11.81,-3.28,安防服务;智慧城市;机器视觉;国产软件;信息安全;信创;大数据;东数西算;时空数据;智能交通;智慧政务,11,智能安防系统供应商,智能安防设备,@通达信行业@
410,0,002291,遥望科技,14.17,-8.17,新零售;乡村振兴;粤港澳;网络直播;数据要素;网红经济;NFT概念;网络游戏;抖音概念;虚拟现实;Web3概念,11,掌握孵化主播、流量和内容运营以及供应链等核心能力,社交电商服务,@通达信行业@
411,0,002292,奥飞娱乐,10.27,-9.99,元宇宙;人工智能;ChatGPT;网络直播;智能穿戴;NFT概念;婴童概念;智能机器;网络游戏;跨境电商;虚拟现实,11,动漫及娱乐文化产业集团公司,动漫行业,@通达信行业@
412,0,300068,南都电源,18.41,-2.18,数据中心;电池回收;锂电池;石墨烯;虚拟电厂;工业互联;固态电池;储能;燃料电池;5G概念;阿里概念,11,铅酸电池产品系列最齐全的企业之一,铅酸电池,@通达信行业@
413,0,300070,碧水源,5.30,0.00,新型城镇;PVDF概念;雄安新区;民营银行;央企改革;PPP概念;节能;锂电池;智慧城市;污水处理;盐湖提锂,11,在水处理领域拥有全产业链,污水治理,@通达信行业@
414,0,300074,华平股份,4.27,-2.51,智慧政务;远程办公;创投概念;超清视频;大数据;智能医疗;智能家居;家庭医生;充电桩;智慧城市;安防服务,11,视频通讯行业领先企业,视频通讯系统,@通达信行业@
415,0,300605,恒锋信息,15.56,-2.57,养老概念;人工智能;智慧城市;含可转债;国产软件;远程办公;数据中心;东数西算;新型城镇;智慧政务;数据要素,11,中国优秀的信息技术提供商，智能建筑80强,智慧城市工程施工,@通达信行业@
416,0,000811,冰轮环境,14.82,-0.60,体育概念;地热能;数据中心;燃料电池;热泵概念;供销社;创投概念;氢能源;冷链物流;核电核能;碳中和,11,冰轮牌制冷空调设备是中国制冷空调行业的知名品牌,气温控制设备,@通达信行业@
417,0,300083,创世纪,7.27,-2.42,苹果概念;5G概念;口罩防护;消费电子;创投概念;小米概念;操作系统;高端装备;工业母机;智能穿戴;虚拟现实,11,国内同类企业中技术宽度最广、产品宽度最全企业之一,数控机床,@通达信行业@
418,0,002313,*ST日海,8.93,0.56,汽车电子;工业互联;光通信;5G概念;智能穿戴;数据中心;大数据;ST板块;小米概念;物联网;边缘计算,11,无线通信模组行业龙头企业之一,无线通信模组,@通达信行业@
419,0,301171,易点天下,25.36,-6.07,阿里概念;跨境支付;次新股;人工智能;AIGC概念;抖音概念;小米概念;大数据;智能机器;数据要素;跨境电商,11,国内领先的国际化智能营销服务提供商,全球营销推广服务,@通达信行业@
420,1,600415,小商品城,8.57,-2.39,跨境电商;一带一路;新零售;网红经济;跨境支付;电商概念;中特估;免税概念;中俄贸易;地摊经济;阿里概念,11,全球最大的小商品集散地,商品销售,@通达信行业@
421,0,002584,西陇科学,5.09,-1.74,光刻机;核污防治;新冠检测;辅助生殖;食品安全;锂电池;粤港澳;创投概念;新冠药;基因概念;储能,11,国内规模最大、配套能力最强的化学试剂集成供应商之一,化学试剂,@通达信行业@
422,0,002860,星帅尔,12.95,-0.54,5G概念;BIPV概念;含可转债;光伏;垃圾分类;ETC概念;HJT电池;储能;光通信;TOPCon;新能源车,11,压缩机热保护器、起动器龙头企业,压缩机启动器,@通达信行业@
423,1,600745,闻泰科技,50.80,-3.75,芯片;虚拟现实;5G概念;含可转债;汽车芯片;消费电子;苹果概念;氮化镓;人工智能;三代半导;无线耳机,11,全球领先的分立器件IDM公司,功率半导体IDM、手机ODM,@通达信行业@
424,1,601179,中国西电,5.32,-1.12,央企改革;中特估;储能;高端装备;风电;智能电网;核电核能;一带一路;水利建设;工业母机;特高压,11,我国高压、超高压、特高压输配电装备制造业的领导者,输配电和控制设备,@通达信行业@
425,0,002594,比亚迪,267.78,-0.18,储能;充电桩;新能源车;锂矿;口罩防护;无人驾驶;含H股;盐湖提锂;芯片;锂电池;光伏,11,中国新能源汽车技术综合实力第一,电动车、燃油车,@通达信行业@
426,0,300632,光莆股份,11.97,-0.25,绿色照明;养老概念;氮化镓;智能机器;OLED概念;5G概念;汽车电子;杭州亚运;MiniLED;三代半导;医美概念,11,国内LED照明领跑者，国际一流的LED平板灯具专业制造商,LED封装,@通达信行业@
427,0,300373,扬杰科技,40.83,-3.79,含GDR;5G概念;充电桩;三代半导;汽车芯片;含GDR;汽车电子;光伏;芯片;英伟达;氮化镓,11,国内领先的全品类功率分立器件IDM公司,分立器件,@通达信行业@
428,0,300378,鼎捷软件,34.17,-0.29,阿里概念;智能机器;大数据;工业互联;智慧城市;C2M概念;新零售;工业软件;云计算;人工智能;国产软件,11,国内领先的ERP企业,ERP软件,@通达信行业@
429,1,600446,金证股份,16.78,-6.73,人工智能;智慧城市;腾讯概念;ChatGPT;数字货币;电商概念;大数据;区块链;信创;国产软件;互联金融,11,国内领军的金融科技全领域服务商,证券软件,@通达信行业@
430,1,688590,新致软件,24.52,-7.82,人工智能;ChatGPT;数据确权;区块链;跨境支付;智能机器;信创;大数据;国产软件;含可转债;Web3概念,11,一流的金融IT管理软件供应商,金融管理软件,@通达信行业@
431,0,002885,京泉华,21.31,-1.25,5G概念;OLED概念;氮化镓;消费电子;三代半导;光伏;小米概念;储能;汽车电子;粤港澳;充电桩,11,磁性元器件领域的领先企业,磁性元器件,@通达信行业@
432,0,300386,飞天诚信,11.28,-3.42,电子身份;数字货币;MCU芯片;知识产权;国产软件;区块链;操作系统;芯片;信息安全;创投概念;互联金融,11,嵌入式操作系统及数字安全系统整体解决方案的提供商,身份认证系统,@通达信行业@
433,1,600460,士兰微,30.35,-3.62,汽车芯片;芯片;小米概念;三代半导;Chiplet;MCU芯片;氮化镓;5G概念;OLED概念;绿色照明;智能穿戴,11,国内主要的、综合型的半导体设计与制造企业之一,功率半导体IDM,@通达信行业@
434,0,002614,奥佳华,7.56,-0.79,血氧仪;人工智能;海峡西岸;智能家居;网红经济;网络直播;智能机器;口罩防护;新零售;含可转债;养老概念,11,国内最大的按摩器材生产制造服务商，代工量国内第一,按摩器具产品,@通达信行业@
435,1,600770,综艺股份,5.35,-2.01,云计算;芯片;光伏;网络游戏;汽车芯片;物联网;安防服务;创投概念;绿色电力;超导概念;人工智能,11,覆盖新能源、新材料、信息科技三大国家重点战略产业,信息科技、新能源,@通达信行业@
436,0,300921,南凌科技,28.96,-6.52,东数西算;信息安全;一带一路;数据中心;智慧政务;边缘计算;阿里概念;云计算;信创;区块链;算力概念,11,领先的专网通信服务商,专有网络通信服务,@通达信行业@
437,1,600475,华光环能,10.14,0.10,BIPV概念;节能;生物质能;碳中和;一带一路;氢能源;污水处理;PPP概念;地热能;绿色电力;垃圾分类,11,行业内锅炉品种最为齐全的公司之一,地方能源供应,@通达信行业@
438,1,600476,湘邮科技,17.09,-3.34,信创;国产软件;国防军工;跨境电商;时空数据;数字货币;雄安新区;智慧政务;国资云;乡村振兴;卫星导航,11,邮政信息化领先企业,邮政软件,@通达信行业@
439,1,600481,双良节能,13.42,-1.40,临界发电;节能;碳中和;光热发电;三代半导;氢能源;污水处理;高端装备;地热能;光伏,10,行业领先的节能和光伏核心装备供应商,多晶硅还原炉,@通达信行业@
440,0,002358,森源电气,4.38,-0.90,充电桩;智能机器;垃圾分类;核电核能;风电;绿色电力;智能电网;高压快充;特高压;光伏,10,高低压成套开关设备行业的领军企业,高低压成套开关,@通达信行业@
441,1,600482,中国动力,20.98,0.38,光伏;国防军工;燃料电池;锂电池;储能;雄安新区;核电核能;央企改革;军民融合;石墨烯,10,国内海军舰船动力及传动装备生产商,船舶制造,@通达信行业@
442,0,002361,神剑股份,3.90,-0.76,卫星导航;石墨烯;无人机;民营银行;国防军工;碳纤维;3D打印;铁路基建;高端装备;军民融合,10,国内粉末涂料原材料专业供应商，市场占有份额第一,粉末用聚酯树脂,@通达信行业@
443,0,300403,汉宇集团,9.12,-1.51,智能机器;智能家居;热管理;充电桩;减速器;汽车电子;垃圾分类;新能源车;口罩防护;高压快充,10,公司洗衣机排水泵技术处于行业前列水平,洗衣机排水泵,@通达信行业@
444,0,300935,盈建科,33.06,-2.48,绿色建筑;职业教育;一带一路;数据中心;国产软件;新型城镇;信创;工业软件;装配建筑;数字孪生,10,建筑结构软件BIM龙头,BIM工业软件,@通达信行业@
445,0,300667,必创科技,20.76,9.73,胎压监测;安防服务;智能电网;新冠检测;汽车芯片;虚拟现实;物联网;OLED概念;汽车电子;国防军工,10,国内较早实现无线传感器网络产品产业化生产的企业,工业无线监测系统,@通达信行业@
446,0,000521,长虹美菱,7.14,-2.19,垃圾分类;热泵概念;冷链物流;智能家居;一带一路;工业互联;含B股;血氧仪;人工智能;小米概念,10,中国知名家电厂商，拥有冰箱、空调等产品,冰箱、冰柜、空调,@通达信行业@
447,0,300140,中环装备,8.76,3.79,污水处理;热泵概念;智能电网;医废处理;雄安新区;央企改革;乡村振兴;空气治理;垃圾分类;特高压,10,公司主要从事环保装备业务,环保装备,@通达信行业@
448,0,300409,道氏技术,12.11,-0.74,石墨烯;锂电池;钠电池;新材料;电池回收;含可转债;钴金属;燃料电池;固态电池;锂矿,10,国内唯一的陶瓷产品全业务链服务提供商,锂电材料,@通达信行业@
449,0,300672,国科微,86.85,-2.07,国防军工;超清视频;安防服务;芯片;卫星导航;机器视觉;物联网;人工智能;虚拟现实;存储芯片,10,国内广播电视芯片、智能监控芯片主流供应商,广播电视芯片,@通达信行业@
450,1,600500,中化国际,5.41,-1.10,虫害防治;油气改革;央企改革;降解塑料;电池回收;代糖概念;储能;锂电池;一带一路;新材料,10,国内精细化工龙头企业,精细化工品,@通达信行业@
451,0,002375,亚厦股份,4.70,-3.29,百度概念;装饰园林;虚拟现实;垃圾分类;杭州亚运;新型城镇;BIPV概念;智能家居;3D打印;装配建筑,10,装饰行业的领航者，行业内产业链最完整的企业之一,建筑装饰,@通达信行业@
452,0,300949,奥雅股份,37.33,-4.26,腾讯概念;AIGC概念;粤港澳;装饰园林;人工智能;智慧城市;婴童概念;新型城镇;NFT概念;元宇宙,10,以多个标志性项目在业界树立起高端设计品牌,景观设计,@通达信行业@
453,0,000539,粤电力Ａ,7.09,-0.42,虚拟电厂;临界发电;储能;光伏;风电;绿色电力;EDA概念;粤港澳;含B股;芯片,10,广东省内最大的电力上市公司,火电（广东）,@通达信行业@
454,0,002384,东山精密,26.58,-5.44,混合现实;特斯拉;苹果概念;5G概念;口罩防护;消费电子;绿色照明;MiniLED;新能源车;小米概念,10,全球PCB排名前五,印刷电路板,@通达信行业@
455,0,002389,航天彩虹,20.93,0.05,军民融合;光伏;央企改革;石墨烯;特斯拉;苹果概念;无人机;国防军工;新材料;MiniLED,10,国内首家实现无人机批量出口且出口量最大的企业,无人机,@通达信行业@
456,1,603203,快克智能,30.58,-3.20,苹果概念;消费电子;OLED概念;5G概念;工业互联;机器视觉;高端装备;智能机器;毫米雷达;新能源车,10,锡焊技术为核心的电子装联专用设备行业领军企业,精密焊接装联设备,@通达信行业@
457,0,000551,创元科技,10.87,3.13,热泵概念;军民融合;空气治理;污水处理;一带一路;智能机器;特斯拉;节能;特高压;氢能源,10,洁净环保类、光学和电子测绘仪器类产品内行业排头兵,洁净设备,@通达信行业@
458,0,002130,沃尔核材,7.99,-5.22,大飞机;高压快充;互联金融;新材料;智能机器;核电核能;风电;可控核变;充电桩;超导概念,10,新型绿色核辐射化工产业的领先企业,高分子改性新材料,@通达信行业@
459,1,600525,长园集团,5.72,-1.38,储能;新材料;物联网;铁路基建;智能电网;充电桩;光伏;粤港澳;新能源车;锂电池,10,智能电网设备领先企业,智能电网设备,@通达信行业@
460,1,601615,明阳智能,16.87,-1.63,BIPV概念;HJT电池;含GDR;储能;绿色电力;光伏;芯片;含GDR;氢能源;风电,10,国内风力发电机组制造第一梯队企业,风电机及配件,@通达信行业@
461,0,300172,中电环保,4.77,1.49,节能;新型城镇;生物质能;核污防治;污水处理;一带一路;PPP概念;核电核能;临界发电;空气治理,10,国内领先的环境治理综合服务商,污水治理,@通达信行业@
462,1,688003,天准科技,45.85,-3.60,机器视觉;芯片;消费电子;光伏;人工智能;三代半导;苹果概念;边缘计算;无人驾驶;英伟达,10,工业领域机器视觉检测设备领先企业,智能检测装备,@通达信行业@
463,0,002672,东江环保,5.82,0.00,垃圾分类;PPP概念;汽车拆解;医废处理;含H股;碳中和;节能;污水处理;粤港澳;生物质能,10,国内废物处理资质最齐全的环保经营企业之一,危废治理,@通达信行业@
464,1,600536,中国软件,49.40,-7.02,信创;电子身份;信息安全;国产软件;操作系统;云计算;智慧城市;腾讯概念;智慧政务;央企改革,10,软件行业国家队，信创行业龙头,系统集成,@通达信行业@
465,0,300183,东软载波,17.43,-0.46,小米概念;芯片;苹果概念;物联网;智能电网;边缘计算;MCU芯片;智能家居;操作系统;知识产权,10,国内载波通信行业的领先企业,载波通信产品,@通达信行业@
466,1,600203,福日电子,6.07,-1.14,无人机;超导概念;MiniLED;消费电子;工业大麻;超清视频;绿色照明;物联网;无线耳机;海峡西岸,10,国内领先的全方位节能解决方案提供商,LED及智慧家电,@通达信行业@
467,0,002957,科瑞技术,18.57,-1.54,虚拟现实;机器视觉;智能机器;苹果概念;锂电池;消费电子;无线耳机;新型烟草;物联网;口罩防护,10,移动终端自动化设备领域的优秀厂商,新制检测设备,@通达信行业@
468,1,601689,拓普集团,78.69,-3.09,汽车电子;特斯拉;通达信88;热管理;电商概念;新能源车;含可转债;无人驾驶;小米概念;一体压铸,10,国内独家包括原材料生产、拥有全产业链的软内饰供应商,减震器、内饰件,@通达信行业@
469,0,000967,盈峰环境,4.89,-0.61,核电核能;铁路基建;智能机器;污水处理;PPP概念;含可转债;垃圾分类;智能电网;节能;充电桩,10,环卫装备制造商及环卫服务运营商,环卫装备,@通达信行业@
470,1,600549,厦门钨业,18.82,-1.36,新能源车;锂电池;钴金属;镍金属;海峡西岸;新材料;稀缺资源;可控核变;稀土永磁;电池回收,10,国内最大的仲钨酸铵、氧化钨、钨粉生产商和出口商,钨,@通达信行业@
471,1,600850,电科数字,25.46,-2.68,国产软件;国资云;人工智能;信息安全;云计算;数据中心;大数据;央企改革;跨境支付;信创,10,国内领先的行业信息化、数据中心智能化及相关服务商,数据中心+云服务,@通达信行业@
472,1,600855,航天长峰,13.07,-1.36,国防军工;智慧城市;智能交通;时空数据;储能;人脑工程;安防服务;央企改革;信创;物联网,10,我国主要的国防信息安全产品和数字医疗设备制造商之一,军工电子,@通达信行业@
473,0,002426,胜利精密,2.03,0.50,锂电池;一体压铸;复合铜箔;苹果概念;智能穿戴;特斯拉;5G概念;民营银行;小米概念;消费电子,10,中国3C行业结构模组系统解决方案提供商,精密结构件及模组,@通达信行业@
474,0,300205,天喻信息,14.34,-3.50,互联金融;信创;数字货币;智慧政务;物联网;信息安全;5G概念;ETC概念;国产软件;区块链,10,中国智能卡行业龙头企业之一,智能卡产品,@通达信行业@
475,0,002172,澳洋健康,3.40,0.59,养老概念;婴童概念;医美概念;民营医院;MicroLED;基因概念;冷链物流;工业大麻;口罩防护;辅助生殖,10,公司专科医院在华东区域有一定竞争力,专科医院,@通达信行业@
476,1,600871,石化油服,1.94,-0.51,地热能;央企改革;雄安新区;可燃冰;页岩气;油气改革;天然气;碳中和;氢能源;含H股,10,中国最大的石油工程和油田技术综合服务提供商,油气工程,@通达信行业@
477,0,002179,中航光电,42.76,-1.25,通达信88;央企改革;5G概念;大飞机;军民融合;量子科技;新能源车;国防军工;特斯拉;光通信,10,军用连接器、新能源汽车连接器龙头,军用/民用连接器,@通达信行业@
478,0,002709,天赐材料,40.60,-0.93,有机硅;电池回收;含可转债;钠电池;氟概念;锂电池;储能;新材料;固态电池;特斯拉,10,全球电解液龙头，六氟磷酸锂市占率全球前二,锂电电解液,@通达信行业@
479,0,002990,盛视科技,39.11,-1.31,智慧城市;AIGC概念;人工智能;智能交通;智慧政务;机器视觉;国产软件;一带一路;智能机器;信息安全,10,智慧口岸信息化龙头,智慧口岸查验系统,@通达信行业@
480,0,002713,东易日盛,8.86,0.45,AIGC概念;雄安新区;装配建筑;元宇宙;互联金融;装饰园林;小米概念;人工智能;智能家居;租购同权,10,家装行业龙头，家装行业上市第一股,家庭建筑装饰,@通达信行业@
481,0,002992,宝明科技,59.25,10.01,消费电子;虚拟现实;新能源车;固态电池;无人机;MiniLED;绿色照明;复合铜箔;锂电池;小米概念,10,LED背光源行业领先企业之一和PET铜箔行业潜力龙头,LED背光模组,@通达信行业@
482,0,002183,怡 亚 通,5.31,1.92,操作系统;白酒概念;信创;上海自贸;新零售;粤港澳;大数据;新型烟草;乡村振兴;新能源车,10,国内领先的供应链服务商,供应链管理,@通达信行业@
483,0,002444,巨星科技,21.00,2.99,含GDR;国防军工;无人驾驶;人工智能;含GDR;跨境电商;智能机器;智能家居;口罩防护;安防服务,10,我国工具五金行业中手工具产品的龙头企业,手工具及动力工具,@通达信行业@
484,1,600584,XD长电科,33.55,-0.74,绿色照明;智能穿戴;物联网;新材料;苹果概念;汽车电子;芯片;Chiplet;三代半导;CPO概念,10,全球芯片封测企业排名第三，国内排名第一,芯片封装测试,@通达信行业@
485,1,600880,博瑞传播,5.99,-4.16,知识产权;抖音概念;虚拟现实;跨境电商;NFT概念;网络直播;网络游戏;腾讯概念;数据确权;AIGC概念,10,以智慧教育、数字文创新经济为主业,教育培训+广告,@通达信行业@
486,0,300227,光韵达,7.86,-2.24,5G概念;3D打印;机器视觉;无人机;大飞机;新能源车;苹果概念;医美概念;国防军工;消费电子,10,精密激光智能制造服务专业提供商,激光系统解决方案和智能制造,@通达信行业@
487,0,300494,盛天网络,45.22,-7.54,大数据;网络游戏;云计算;腾讯概念;东数西算;创投概念;算力概念;元宇宙;阿里概念;云游戏,10,国内领先的场景化互联网用户运营平台,互联网娱乐平台,@通达信行业@
488,0,002456,欧菲光,5.60,1.63,毫米雷达;无人驾驶;汽车电子;元宇宙;OLED概念;虚拟现实;智能机器;智慧城市;小米概念;消费电子,10,触控显示模组、摄像头模组、指纹识别模组龙头,光学、电子器件,@通达信行业@
489,0,000651,格力电器,36.16,-0.58,新零售;锂电池;热泵概念;智能家居;MCU芯片;智能机器;工业互联;口罩防护;储能;物联网,10,中国空调制造商龙头企业，空调行业利润第一,空调,@通达信行业@
490,0,002733,雄韬股份,16.24,0.31,新能源车;固态电池;石墨烯;5G概念;电池回收;燃料电池;钠电池;锂电池;氢能源;储能,10,全球最大的蓄电池生产企业之一,蓄电池,@通达信行业@
491,0,002466,天齐锂业,72.19,-1.39,电池回收;锂矿;通达信88;含H股;锂电池;新能源车;盐湖提锂;固态电池;特斯拉;化肥概念,10,锂行业中产量和销售规模最大的企业之一,锂化合物,@通达信行业@
492,1,688088,虹软科技,45.19,-4.46,边缘计算;芯片;人工智能;小米概念;机器视觉;混合现实;元宇宙;无人驾驶;智能机器;虚拟现实,10,全球领先的视觉人工智能技术开发者、解决方案供应商,视觉人工智能技术,@通达信行业@
493,0,002482,*ST广田,1.88,0.00,装配建筑;体育概念;智能家居;粤港澳;绿色建筑;装饰园林;腾讯概念;新型城镇;ST板块;BIPV概念,10,以建筑装饰设计与施工为主的综合型企业集团,建筑装饰,@通达信行业@
494,0,300793,佳禾智能,20.38,-7.36,无线耳机;人脑工程;虚拟现实;智能穿戴;苹果概念;元宇宙;小米概念;血氧仪;智能机器;消费电子,10,国内知名的电声产品制造商,耳机代工,@通达信行业@
495,0,002226,江南化工,5.09,-0.78,风电;新能源车;央企改革;国防军工;人工智能;创投概念;绿色电力;ChatGPT;光伏;一带一路,10,乳化炸药产销量居全国第一位,民用炸药,@通达信行业@
496,0,300264,佳创视讯,7.14,-0.28,操作系统;网络游戏;富媒体;Web3概念;智能机器;云游戏;虚拟现实;元宇宙;超清视频;人脑工程,10,国内领先的数字电视整体解决方案方案提供商,数字电视系统,@通达信行业@
497,0,301390,经纬股份,42.48,-3.43,混合现实;时空数据;杭州亚运;充电桩;数字孪生;阿里概念;次新股;智慧城市;水利建设;虚拟电厂,10,国内民营电力工程服务龙头企业之一,电力规划咨询、电力勘察设计,@通达信行业@
498,1,688400,凌云光,35.20,-7.68,机器视觉;CPO概念;MiniLED;小米概念;苹果概念;人工智能;消费电子;混合现实;Web3概念;元宇宙,10,可配置视觉系统、智能视觉装备与核心视觉器件供应商,机器视觉、光通信,@通达信行业@
499,0,300802,矩子科技,23.85,-1.53,创投概念;芯片;MiniLED;高端装备;苹果概念;小米概念;人工智能;特斯拉;智能机器;机器视觉,10,全球领先的AOI、激光雕刻等专业设备制造商,机器视觉设备,@通达信行业@
500,0,000701,厦门信达,6.48,0.15,AIGC概念;电商概念;绿色照明;小米概念;智慧城市;MiniLED;石墨烯;网络游戏;海峡西岸;物联网,10,福建著名汽车经销集团，LED封装技术产销量居行业前列,贸易,@通达信行业@
501,0,002768,国恩股份,23.20,-1.23,锂电池;新能源车;口罩防护;降解塑料;体育概念;充电桩;小米概念;碳纤维;光伏;新材料,10,改性塑料粒子及制品、高分子复合材料专业制造商,改性塑料,@通达信行业@
502,1,603005,晶方科技,20.79,-2.99,三代半导;5G概念;汽车电子;虚拟现实;汽车芯片;芯片;Chiplet;氮化镓;光刻机;消费电子,10,国内CMOS图像传感器及MEMS封装龙头,CIS封装测试,@通达信行业@
503,1,600640,国脉文化,12.96,-3.64,网络游戏;阿里概念;NFT概念;央企改革;数字孪生;云游戏;元宇宙;富媒体;虚拟现实;在线旅游,10,中国电信旗下统一的互联网文娱业务平台,酒店+积分兑换,@通达信行业@
504,0,300807,天迈科技,28.78,0.63,东数西算;大数据;无人驾驶;数据中心;冷链物流;人工智能;百度概念;新能源车;充电桩;智能交通,10,智能交通（ITS）解决方案的领先企业,智能调度系统,@通达信行业@
505,0,300279,和晶科技,5.51,-0.18,智能家居;特斯拉;创投概念;智慧城市;5G概念;婴童概念;物联网;腾讯概念;小米概念;阿里概念,10,国内大型白色家电智能控制器高端市场的领先企业之一,控制器,@通达信行业@
506,0,002243,力合科创,8.57,-2.39,锂电池;光伏;大数据;人脑工程;创投概念;冷链物流;降解塑料;石墨烯;算力概念;物业管理,10,国内知名的科创服务企业,科创服务、新材料,@通达信行业@
507,0,300017,网宿科技,7.89,-4.13,人工智能;云计算;信息安全;数据中心;超清视频;算力概念;电商概念;大数据;边缘计算;元宇宙,10,国内全球内容分发与加速（CDN)领域的行业领先地位,CDN内容分发网络,@通达信行业@
508,0,300552,万集科技,19.29,-3.16,国防军工;ETC概念;汽车电子;数字孪生;毫米雷达;边缘计算;无人驾驶;智能交通;智能机器;智慧城市,10,ETC龙头企业,车载单元,@通达信行业@
509,0,002786,银宝山新,6.53,9.93,虚拟现实;高端装备;5G概念;智能机器;3D打印;口罩防护;热管理;一体压铸;央企改革;小米概念,10,完善的模具设计和模具制造工艺标准体系,注塑模具,@通达信行业@
510,0,300021,大禹节水,4.99,-1.77,数字孪生;口罩防护;雄安新区;PPP概念;节能;土地流转;乡村振兴;含可转债;污水处理;水利建设,10,国内第一家专业从事节水灌溉材料供应的上市公司,节水灌溉用品,@通达信行业@
511,0,300025,华星创业,14.23,4.86,边缘计算;数字孪生;元宇宙;云计算;杭州亚运;虚拟现实;智慧城市;抖音概念;5G概念;物联网,10,第三方移动通信技术网优业务位列前三的企业,通信网络优化,@通达信行业@
512,0,001696,宗申动力,6.78,0.44,一体压铸;氢能源;无人机;储能;乡村振兴;新能源车;智能机器;军民融合;国防军工;燃料电池,10,国内小型紧凑型动力产品制造龙头企业,通机产品,@通达信行业@
513,1,600339,中油工程,3.75,-1.83,一带一路;氢能源;雄安新区;碳中和;央企改革;中特估;天然气;中俄贸易;油气改革;地下管网,10,中国领先、全球先进的石油工程建设企业,石油开采服务,@通达信行业@
514,0,001896,豫能控股,4.51,0.00,绿色电力;充电桩;风电;光伏;生物质能;碳中和;储能;创投概念;BIPV概念;临界发电,10,集火电、新能源、煤炭贸易物流等于一体的综合能源公司,火电（华中）,@通达信行业@
515,0,300567,精测电子,88.61,-7.95,虚拟现实;苹果概念;芯片;OLED概念;小米概念;锂电池;MiniLED;超清视频;混合现实;含可转债,10,国内平面显示信号测试领域的龙头企业,平板显示检测系统,@通达信行业@
516,0,002004,华邦健康,4.78,-0.83,婴童概念;虫害防治;新冠药;民营医院;创新药;医美概念;草甘膦;新材料;仿制药;辅助生殖,10,皮肤类和抗结核用药国内龙头，农化事业部国内领先,农药化工,@通达信行业@
517,0,000753,漳州发展,5.11,-1.92,装配建筑;光伏;PPP概念;创投概念;垃圾分类;充电桩;地下管网;污水处理;水利建设;海峡西岸,10,主营城市基础设施建设和汽车销售，布局光伏发电业务,汽贸业务,@通达信行业@
518,0,002535,林州重机,3.16,-3.66,绿色电力;光伏;安防服务;燃料电池;卫星导航;高端装备;储能;智能机器;国防军工;页岩气,10,以煤炭综采支护设备为主的煤炭机械设备国内领先,煤矿综采机械,@通达信行业@
519,0,002536,飞龙股份,14.60,-0.21,特斯拉;热管理;燃料电池;芯片;汽车电子;人工智能;无人机;新能源车;智能机器;国防军工,10,汽车水泵市场占有率常年保持第一,水泵、进排气歧管,@通达信行业@
520,0,002272,川润股份,7.40,-0.27,核电核能;临界发电;垃圾分类;风电;绿色电力;碳中和;光伏;光热发电;高端装备;特高压,10,公司是国内排名前列的润滑液压设备生产基地,液压润滑设备,@通达信行业@
521,0,002273,水晶光电,12.11,-1.22,智能穿戴;苹果概念;超清视频;消费电子;安防服务;小米概念;虚拟现实;国防军工;汽车电子;元宇宙,10,滤波器(OLPF) 滤光片(IRCF)产销量位居国际前列,精密薄膜光学产品,@通达信行业@
522,0,300311,任子行,6.31,-4.54,云计算;信息安全;国产软件;网络游戏;数据中心;创投概念;区块链;工业互联;电子身份;智慧政务,10,公共网络安全审计领域始终保持领军地位,网资管理、网络安全,@通达信行业@
523,0,002015,协鑫能科,13.77,5.11,节能;绿色电力;充电桩;虚拟电厂;风电;换电概念;数据中心;碳中和;算力概念;储能,10,清洁能源发电及热电联产运营服务商,清洁能源发电,@通达信行业@
524,0,002544,普天科技,23.78,2.77,国防军工;智慧城市;数据中心;边缘计算;信息安全;云计算;央企改革;卫星导航;5G概念;军民融合,10,通信规划设计领域最大的独立第三方设计院,通信网络建设,@通达信行业@
525,0,002026,山东威达,9.28,0.98,口罩防护;充电桩;换电概念;工业母机;小米概念;储能;新能源车;创投概念;高端装备;智能机器,10,电动工具配件行业的龙头企业,电动工具配件,@通达信行业@
526,0,002554,惠博普,3.60,-0.83,碳中和;页岩气;绿色电力;天然气;光伏;地下管网;可燃冰;垃圾分类;一带一路;氢能源,10,国内油气田地面系统装备领域的知名企业,油气田装备,@通达信行业@
